Dimension,Time,Rank,Inlcuded,Actual Time
River,17,,1,17
Rocks,17,,0,17
Snow,17,,1,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,1,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,1,17
Cumulus,17,,0,17
Deciduous,17,,0,17
Framed,17,,0,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,1,17
Mountain,17,,1,17
River,17,,1,17
Rocks,17,,1,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,1,17
Grass,17,,0,17
Lake,17,,1,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,1,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,1,17
Lake,17,,1,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,1,17
Rocks,17,,1,17
Snow,17,,0,17
Trees,17,,0,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,1,17
Cumulus,17,,0,17
Deciduous,17,,0,17
Framed,17,,0,17
Grass,17,,1,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,1,17
River,17,,1,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,1,17
Deciduous,17,,0,17
Framed,17,,0,17
Grass,17,,1,17
Lake,17,,1,17
Mountains,17,,0,17
Mountain,17,,1,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,18,,1,18
Cabin,18,,0,18
Clouds,18,,1,18
Conifer,18,,1,18
Cumulus,18,,1,18
Deciduous,18,,0,18
Framed,18,,1,18
Grass,18,,0,18
Lake,18,,1,18
Mountains,18,,1,18
Mountain,18,,1,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,1,18
Cabin,18,,0,18
Clouds,18,,1,18
Conifer,18,,0,18
Cumulus,18,,1,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,1,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,1,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,1,18
Clouds,18,,1,18
Conifer,18,,1,18
Cumulus,18,,0,18
Deciduous,18,,0,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,1,18
Mountain,18,,1,18
River,18,,1,18
Rocks,18,,0,18
Snow,18,,1,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,1,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,1,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,1,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,1,18
Lake,18,,1,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,1,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,1,18
Cumulus,18,,0,18
Deciduous,18,,0,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,1,18
Mountains,18,,1,18
Mountain,18,,1,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,1,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,1,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,1,18
Conifer,18,,0,18
Cumulus,18,,1,18
Deciduous,18,,1,18
Framed,18,,1,18
Grass,18,,0,18
Lake,18,,1,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,1,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,1,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,1,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,0,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,0,18
Tree,18,,0,18
Winter,18,,0,18
Bushes,18,,1,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,1,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,1,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,1,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,0,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,1,18
Mountain,18,,1,18
River,18,,0,18
Rocks,18,,0,18
Snow,18,,0,18
Trees,18,,0,18
Tree,18,,0,18
Winter,18,,0,18
Bushes,18,,0,18
Cabin,18,,0,18
Clouds,18,,0,18
Conifer,18,,0,18
Cumulus,18,,0,18
Deciduous,18,,1,18
Framed,18,,0,18
Grass,18,,0,18
Lake,18,,0,18
Mountains,18,,0,18
Mountain,18,,0,18
River,18,,1,18
Rocks,18,,1,18
Snow,18,,0,18
Trees,18,,1,18
Tree,18,,1,18
Winter,18,,0,18
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,0,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,1,19
Rocks,19,,0,19
Snow,19,,1,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,1,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,1,19
Conifer,19,,0,19
Cumulus,19,,1,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,1,19
Lake,19,,1,19
Mountains,19,,0,19
Mountain,19,,1,19
River,19,,0,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,0,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,1,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,1,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,1,19
Clouds,19,,0,19
Conifer,19,,1,19
Cumulus,19,,0,19
Deciduous,19,,0,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,0,19
Rocks,19,,0,19
Snow,19,,1,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,1,19
Bushes,19,,1,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,1,19
Cumulus,19,,0,19
Deciduous,19,,0,19
Framed,19,,0,19
Grass,19,,1,19
Lake,19,,1,19
Mountains,19,,1,19
Mountain,19,,1,19
River,19,,0,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,0,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,1,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,1,19
Rocks,19,,1,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,1,19
Cumulus,19,,0,19
Deciduous,19,,0,19
Framed,19,,1,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,1,19
Rocks,19,,0,19
Snow,19,,1,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,1,19
Bushes,19,,1,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,1,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,1,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,1,19
River,19,,1,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,1,19
Conifer,19,,0,19
Cumulus,19,,1,19
Deciduous,19,,0,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,0,19
Rocks,19,,1,19
Snow,19,,0,19
Trees,19,,0,19
Tree,19,,0,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,0,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,0,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,1,19
Conifer,19,,0,19
Cumulus,19,,1,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,1,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,0,19
Rocks,19,,1,19
Snow,19,,1,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,1,19
Bushes,19,,0,19
Cabin,19,,0,19
Clouds,19,,0,19
Conifer,19,,1,19
Cumulus,19,,0,19
Deciduous,19,,1,19
Framed,19,,0,19
Grass,19,,0,19
Lake,19,,0,19
Mountains,19,,0,19
Mountain,19,,0,19
River,19,,0,19
Rocks,19,,0,19
Snow,19,,1,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,1,19
Bushes,19,,1,19
Cabin,19,,0,19
Clouds,19,,1,19
Conifer,19,,1,19
Cumulus,19,,1,19
Deciduous,19,,0,19
Framed,19,,0,19
Grass,19,,1,19
Lake,19,,0,19
Mountains,19,,1,19
Mountain,19,,1,19
River,19,,1,19
Rocks,19,,0,19
Snow,19,,0,19
Trees,19,,1,19
Tree,19,,1,19
Winter,19,,0,19
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,1,20
Conifer,20,,1,20
Cumulus,20,,1,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,1,20
Mountains,20,,0,20
Mountain,20,,1,20
River,20,,0,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,1,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,0,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,1,20
Mountain,20,,1,20
River,20,,0,20
Rocks,20,,0,20
Snow,20,,1,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,1,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,0,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,1,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,1,20
Rocks,20,,1,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,1,20
Conifer,20,,1,20
Cumulus,20,,1,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,1,20
Mountains,20,,1,20
Mountain,20,,1,20
River,20,,0,20
Rocks,20,,1,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,1,20
Conifer,20,,0,20
Cumulus,20,,0,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,0,20
Rocks,20,,1,20
Snow,20,,0,20
Trees,20,,0,20
Tree,20,,0,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,1,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,1,20
Mountain,20,,1,20
River,20,,1,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,0,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,1,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,1,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,0,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,1,20
Conifer,20,,1,20
Cumulus,20,,1,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,1,20
River,20,,1,20
Rocks,20,,0,20
Snow,20,,1,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,1,20
Bushes,20,,1,20
Cabin,20,,1,20
Clouds,20,,0,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,0,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,0,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,1,20
Mountain,20,,1,20
River,20,,1,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,0,20
Cabin,20,,1,20
Clouds,20,,0,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,1,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,0,20
Mountains,20,,0,20
Mountain,20,,0,20
River,20,,1,20
Rocks,20,,0,20
Snow,20,,0,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,0,20
Bushes,20,,1,20
Cabin,20,,0,20
Clouds,20,,0,20
Conifer,20,,1,20
Cumulus,20,,0,20
Deciduous,20,,0,20
Framed,20,,0,20
Grass,20,,0,20
Lake,20,,1,20
Mountains,20,,1,20
Mountain,20,,1,20
River,20,,0,20
Rocks,20,,0,20
Snow,20,,1,20
Trees,20,,1,20
Tree,20,,1,20
Winter,20,,1,20
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,1,21
Mountains,21,,1,21
Mountain,21,,1,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,1,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,1,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,1,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,1,21
Mountain,21,,1,21
River,21,,1,21
Rocks,21,,1,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,0,21
Cumulus,21,,0,21
Deciduous,21,,1,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,1,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,1,21
Clouds,21,,0,21
Conifer,21,,0,21
Cumulus,21,,0,21
Deciduous,21,,1,21
Framed,21,,1,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,1,21
Mountains,21,,0,21
Mountain,21,,1,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,1,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,1,21
Bushes,21,,0,21
Cabin,21,,1,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,1,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,0,21
Rocks,21,,1,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,1,21
Conifer,21,,0,21
Cumulus,21,,1,21
Deciduous,21,,1,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,0,21
Rocks,21,,1,21
Snow,21,,0,21
Trees,21,,0,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,1,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,1,21
Conifer,21,,1,21
Cumulus,21,,1,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,1,21
Mountain,21,,1,21
River,21,,1,21
Rocks,21,,0,21
Snow,21,,1,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,1,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,1,21
Conifer,21,,0,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,1,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,1,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,0,21
Tree,21,,0,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,1,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,1,21
Lake,21,,1,21
Mountains,21,,0,21
Mountain,21,,1,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,1,21
Tree,21,,1,21
Winter,21,,0,21
Bushes,21,,0,21
Cabin,21,,0,21
Clouds,21,,0,21
Conifer,21,,0,21
Cumulus,21,,0,21
Deciduous,21,,0,21
Framed,21,,0,21
Grass,21,,0,21
Lake,21,,0,21
Mountains,21,,0,21
Mountain,21,,0,21
River,21,,0,21
Rocks,21,,0,21
Snow,21,,0,21
Trees,21,,0,21
Tree,21,,0,21
Winter,21,,0,21
Bushes,22,,1,22
Cabin,22,,0,22
Clouds,22,,1,22
Conifer,22,,0,22
Cumulus,22,,1,22
Deciduous,22,,1,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,1,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,1,22
Mountain,22,,1,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,1,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,1,22
Conifer,22,,0,22
Cumulus,22,,0,22
Deciduous,22,,1,22
Framed,22,,1,22
Grass,22,,1,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,0,22
Cumulus,22,,0,22
Deciduous,22,,1,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,0,22
Rocks,22,,0,22
Snow,22,,1,22
Trees,22,,0,22
Tree,22,,1,22
Winter,22,,1,22
Bushes,22,,1,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,0,22
Cumulus,22,,0,22
Deciduous,22,,1,22
Framed,22,,0,22
Grass,22,,1,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,1,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,1,22
Mountain,22,,1,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,1,22
Clouds,22,,0,22
Conifer,22,,0,22
Cumulus,22,,0,22
Deciduous,22,,1,22
Framed,22,,0,22
Grass,22,,1,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,1,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,1,22
Grass,22,,0,22
Lake,22,,1,22
Mountains,22,,1,22
Mountain,22,,1,22
River,22,,0,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,1,22
Conifer,22,,1,22
Cumulus,22,,1,22
Deciduous,22,,0,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,1,22
Mountain,22,,1,22
River,22,,0,22
Rocks,22,,0,22
Snow,22,,1,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,1,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,1,22
Conifer,22,,0,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,1,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,0,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,0,22
Tree,22,,0,22
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,0,22
Grass,22,,0,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,1,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
